bioactivity_class,molecule_chembl_id,canonical_smiles,standard_value,Molecular Weight,Number of Hydrogen Donors,Number of Hydrogen Acceptors,OWPC
active,CHEMBL3968748,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(C4=CCCOC4)nc(F)c2O3)cn1,1.8,534.5730000000003,2.0,10.0,3.8762000000000016
active,CHEMBL3917445,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(C4=CCOCC4)nc(F)c2O3)cn1,1.6,534.5730000000003,2.0,10.0,3.8762000000000016
active,CHEMBL3914230,NC1=NC2(CCS1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1c2cc(C2=CCCOC2)nc1F,0.8,538.0040000000004,2.0,8.0,5.126000000000004
active,CHEMBL3959106,N#Cc1ccc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(-c4cncc(F)c4)nc(F)c2O3)nc1,0.6,525.4750000000001,2.0,9.0,4.025080000000002
active,CHEMBL3910114,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(-c4cncc(F)c4)nc(F)c2O3)cn1,1.3,531.4790000000002,2.0,10.0,3.5570000000000013
active,CHEMBL3949245,NC1=NC2(CCO1)c1cc(NC(=O)c3cnc(Cl)cn3)ccc1Oc1c2cc(-c2cncc(F)c2)nc1F,0.6,535.8980000000003,2.0,9.0,4.201800000000002
active,CHEMBL3908041,NC1=NC2(CCO1)c1cc(NC(=O)c3cnc(F)cn3)ccc1Oc1c2cc(-c2cccnc2)nc1F,1.1,501.4530000000002,2.0,9.0,3.5484000000000018
active,CHEMBL3981595,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(C4=CCCOC4)ncc2O3)cn1,9.4,500.5150000000003,2.0,10.0,3.020500000000001
active,CHEMBL3899000,NC1=NC2(CCO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1cnc(C3=CCCOC3)cc12,3.0,503.9460000000003,2.0,8.0,4.270300000000003
active,CHEMBL3970199,NC1=NC2(CCO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1ncc(C3CC3)cc12,12.7,461.9090000000002,2.0,7.0,4.344000000000003
active,CHEMBL3927120,COc1cc(F)c2c(c1)C1(CCOC(N)=N1)c1cc(NC(=O)c3ccc(C#N)cn3)ccc1O2,10.8,459.4370000000002,2.0,8.0,3.4375800000000005
active,CHEMBL3895635,COc1cc(F)c2c(c1)C1(CCOC(N)=N1)c1cc(NC(=O)c3cnc(OC)cn3)ccc1O2,95.3,465.4410000000002,2.0,9.0,2.969500000000001
active,CHEMBL3908016,COc1cc(F)c2c(c1)C1(CCOC(N)=N1)c1cc(NC(=O)c3ccc(Cl)cc3F)ccc1O2,181.5,485.8740000000002,2.0,6.0,4.963400000000004
active,CHEMBL3935967,COc1ccc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(OC)cc(F)c2O3)c(F)c1,315.0,481.4550000000002,2.0,7.0,4.318600000000003
active,CHEMBL3948443,COc1ccc(C(=O)Nc2ccc3c(c2)[C@@]2(CCOC(N)=N2)c2cc(C4=CCOCC4)nc(F)c2O3)nc1,1.5,517.5170000000004,2.0,9.0,3.7646000000000015
active,CHEMBL3974459,NC1=NC2(CCO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1cnc(Cl)cc12,38.6,456.28900000000016,2.0,7.0,4.120000000000002
active,CHEMBL3893589,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(C4CC4)ncc2O3)cn1,6.8,458.47800000000024,2.0,9.0,3.0942000000000016
active,CHEMBL3921606,NC1=NC2(CCO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1cnc(C3CC3)cc12,10.7,461.9090000000002,2.0,7.0,4.344000000000003
active,CHEMBL3898979,CC(C)(C)C#Cc1cc2c(cn1)Oc1ccc(NC(=O)c3ccc(Cl)cn3)cc1C21CCOC(N)=N1,10.0,501.97400000000033,2.0,7.0,4.864200000000004
active,CHEMBL3930557,NC1=NC2(CCO1)c1cc(NC(=O)c3ccc(F)cn3)ccc1Oc1c2cc(C2=CCCOC2)nc1F,9.3,505.48100000000034,2.0,8.0,3.895100000000003
active,CHEMBL3973477,COc1ccc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(C4=CCCOC4)nc(F)c2O3)nc1,0.9,517.5170000000004,2.0,9.0,3.7646000000000015
active,CHEMBL3963996,Cc1nc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(C4=CCCOC4)nc(F)c2O3)cs1,0.9,507.54700000000025,2.0,9.0,4.1259200000000025
active,CHEMBL3936498,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(C#CC(C)(C)C)ncc2O3)cn1,12.0,498.5430000000003,2.0,9.0,3.6144000000000025
active,CHEMBL3908554,COc1ccc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(-c4cncc(F)c4)nc(F)c2O3)nc1,1.4,530.4910000000002,2.0,9.0,4.162000000000002
active,CHEMBL3945386,Cc1nc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(-c4cncc(F)c4)nc(F)c2O3)cs1,0.6,520.5210000000001,2.0,9.0,4.523320000000003
active,CHEMBL3913972,NC1=NC2(CCO1)c1cc(NC(=O)c3ccc(F)cn3)ccc1Oc1c2cc(-c2cncc(F)c2)nc1F,1.6,518.4550000000003,2.0,8.0,4.292500000000002
active,CHEMBL3950676,NC1=NC2(CCO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1ncc(-c3ccnc(F)c3)cc12,3.4,516.9200000000002,2.0,8.0,4.667700000000003
active,CHEMBL3922952,NC1=NC2(CCO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1c2cc(-c2ccnc(F)c2)nc1F,0.9,534.9100000000002,2.0,8.0,4.806800000000003
active,CHEMBL3890449,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(-c4ccnc(F)c4)nc(F)c2O3)cn1,1.8,531.4790000000002,2.0,10.0,3.5570000000000013
active,CHEMBL3962966,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(-c4ccnc(F)c4)ncc2O3)cn1,2.9,513.4890000000001,2.0,10.0,3.4179000000000013
active,CHEMBL3902974,NC1=NC2(CCO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1cnc(-c3ccnc(F)c3)cc12,1.6,516.9200000000002,2.0,8.0,4.667700000000003
active,CHEMBL3973933,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(-c4ccnc(F)c4)cc(F)c2O3)cn1,6.5,530.4910000000002,2.0,9.0,4.162000000000002
active,CHEMBL3944050,COc1nc(C2=CCOCC2)cc2c1Oc1ccc(NC(=O)c3ccc(Cl)cn3)cc1C21CCOC(N)=N1,7.0,533.9720000000001,2.0,9.0,4.278900000000004
active,CHEMBL3913825,COc1nc(C2=CCOCC2)cc2c1Oc1ccc(NC(=O)c3ccc(F)cn3)cc1C21CCOC(N)=N1,25.9,517.5170000000003,2.0,9.0,3.7646000000000015
active,CHEMBL3975637,NC1=NC2(CCO1)c1cc(NC(=O)c3ccc(F)cn3)ccc1Oc1c2cc(-c2ccnc(F)c2)nc1F,1.2,518.4550000000003,2.0,8.0,4.292500000000002
active,CHEMBL3904830,COc1ccc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(-c4ccnc(F)c4)nc(F)c2O3)nc1,1.1,530.4910000000002,2.0,9.0,4.162000000000002
active,CHEMBL3948791,Cc1nc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(-c4ccnc(F)c4)nc(F)c2O3)cs1,0.8,520.5210000000001,2.0,9.0,4.523320000000003
active,CHEMBL3955960,N#Cc1ccc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(-c4ccnc(F)c4)nc(F)c2O3)nc1,0.6,525.4750000000001,2.0,9.0,4.025080000000002
active,CHEMBL3891240,COc1ccc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(C4=CCOCC4)nc(F)c2O3)nc1,1.5,533.5850000000003,2.0,9.0,4.481200000000003
active,CHEMBL3919324,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(C4CCOCC4)cc(F)c2O3)cn1,32.0,519.5330000000004,2.0,9.0,3.8549000000000024
active,CHEMBL3937992,NC1=NC2(CCO1)c1cc(NC(=O)c3ccc(F)cn3)ccc1Oc1c(F)cc(-c3ccnc(F)c3)cc12,8.8,517.4670000000002,2.0,7.0,4.8975000000000035
active,CHEMBL3978732,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(C4=CCOCC4)ncc2O3)cn1,1.7,516.5830000000003,2.0,10.0,3.7371000000000016
active,CHEMBL3984506,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(C4=CCCOC4)ncc2O3)cn1,3.1,516.5830000000003,2.0,10.0,3.7371000000000016
active,CHEMBL3959278,COc1ccc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(O)cc(F)c2O3)nc1,29.4,466.49400000000014,3.0,8.0,3.988100000000002
active,CHEMBL3976447,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(C4=CCCOC4)cc(F)c2O3)cn1,6.8,517.5170000000003,2.0,9.0,3.7646000000000015
active,CHEMBL3947150,COc1ccc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(N4CCOCC4)cc(F)c2O3)nc1,7.8,535.6010000000003,2.0,9.0,4.119100000000003
active,CHEMBL3971440,N#Cc1ccc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(-c4ccnc(F)c4)cc(F)c2O3)nc1,1.0,524.4870000000002,2.0,8.0,4.630080000000002
active,CHEMBL3938375,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(O)cc(F)c2O3)cn1,28.4,467.48200000000014,3.0,9.0,3.3831000000000007
active,CHEMBL3960345,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(N4CCOCC4)cc(F)c2O3)cn1,15.3,536.5890000000003,2.0,10.0,3.5141000000000018
active,CHEMBL3932872,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(C4=CCOCC4)cc(F)c2O3)cn1,6.2,533.5850000000003,2.0,9.0,4.481200000000003
active,CHEMBL3950477,COc1ccc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(C4=CCCOC4)nc(F)c2O3)nc1,2.5,533.5850000000003,2.0,9.0,4.481200000000003
active,CHEMBL3926305,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(-c4cncc(F)c4)nc(F)c2O3)cn1,2.8,547.5470000000001,2.0,10.0,4.273600000000002
active,CHEMBL3965633,COc1ccc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(-c4cncc(F)c4)nc(F)c2O3)nc1,1.1,546.5590000000001,2.0,9.0,4.878600000000003
active,CHEMBL3894188,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(-c4ccnc(F)c4)nc(F)c2O3)cn1,3.1,547.5470000000001,2.0,10.0,4.273600000000002
active,CHEMBL3970753,COc1ccc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(-c4ccnc(F)c4)nc(F)c2O3)nc1,0.4,546.5590000000001,2.0,9.0,4.878600000000003
active,CHEMBL3903132,NC1=NC2(CCS1)c1cc(NC(=O)c3ccc(F)cn3)ccc1Oc1c2cc(C2=CCOCC2)nc1F,1.0,521.5490000000004,2.0,8.0,4.6117000000000035
active,CHEMBL3979006,NC1=NC2(CCS1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1c2cc(C2=CCOCC2)nc1F,1.0,538.0040000000004,2.0,8.0,5.126000000000004
active,CHEMBL3908654,NC1=NC2(CCS1)c1cc(NC(=O)c3ccc(F)cn3)ccc1Oc1c2cc(-c2ccnc(F)c2)nc1F,1.5,534.5230000000003,2.0,8.0,5.009100000000003
active,CHEMBL3893104,NC1=NC2(CCS1)c1cc(NC(=O)c3ncc(Cl)cc3F)ccc1Oc1c2cc(C2=CCOCC2)nc1F,2.6,555.9940000000004,2.0,8.0,5.265100000000004
active,CHEMBL3917597,Cc1cc(Br)cnc1C(=O)Nc1ccc2c(c1)C1(CCSC(N)=N1)c1cc(C3=CCOCC3)nc(F)c1O2,1.4,596.4820000000003,2.0,8.0,5.5435200000000036
active,CHEMBL3902076,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(C4=CCOCC4)nc(F)c2O3)c(C)c1,5.4,547.6120000000003,2.0,9.0,4.789620000000004
active,CHEMBL3937966,Cc1cc(Cl)cnc1C(=O)Nc1ccc2c(c1)C1(CCSC(N)=N1)c1cc(C3=CCOCC3)nc(F)c1O2,2.9,552.0310000000004,2.0,8.0,5.434420000000004
active,CHEMBL3973534,NC1=N[C@@]2(c3cc(NC(=O)c4ccc(OC(F)F)cn4)ccc3F)COCC[C@H]2CS1,9.0,452.4580000000002,2.0,7.0,3.367700000000003
active,CHEMBL3902541,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2)CO1,31.0,455.5120000000001,2.0,9.0,3.0736000000000017
active,CHEMBL3909266,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2cc(NC(=O)c3ccc(C#N)cn3)cs2)CO1,73.0,413.52800000000013,2.0,8.0,2.948880000000001
active,CHEMBL3933666,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3coc(CF)n3)cs2)CO1,7.0,411.48400000000015,2.0,9.0,2.534700000000001
active,CHEMBL3948431,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3ccn(C(F)F)n3)cs2)CO1,19.0,428.49000000000007,2.0,9.0,2.668800000000001
active,CHEMBL3920632,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3ccc(C#N)cn3)cs2)CO1,22.0,414.51600000000013,2.0,9.0,2.3438800000000004
active,CHEMBL3981156,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3nn(C(F)F)cc3Cl)cs2)CO1,4.0,462.93500000000006,2.0,9.0,3.3222000000000014
active,CHEMBL3904953,NC1=N[C@@]2(c3cc(NC(=O)c4ccc(OC(F)F)cn4)ccc3F)CO[C@@H](C(F)(F)F)C[C@H]2CS1,6.0,520.4550000000002,2.0,7.0,4.298600000000003
active,CHEMBL3934135,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3ccc(Cl)cn3)cs2)CO1,19.0,423.9510000000001,2.0,8.0,3.1256000000000013
active,CHEMBL3906153,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3coc(C(F)F)n3)cs2)CO1,11.0,429.4740000000001,2.0,9.0,3.0028000000000015
active,CHEMBL3979124,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(F)cn3)cs2)CO1,189.0,407.4960000000001,2.0,8.0,2.611300000000001
active,CHEMBL3941301,COc1cnc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)cn1,536.0,420.52000000000015,2.0,10.0,1.8758
active,CHEMBL3966376,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnc(CF)cn3)cs2)CO1,315.0,422.51100000000014,2.0,9.0,2.3367000000000004
active,CHEMBL3940148,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnc(OCC(F)F)cn3)cs2)CO1,280.0,470.52700000000016,2.0,10.0,2.5111000000000008
active,CHEMBL3983988,Cc1cc(F)cnc1C(=O)Nc1csc([C@]23CO[C@@H](C)C[C@H]2CSC(N)=N3)n1,90.0,421.5230000000002,2.0,8.0,2.91972
active,CHEMBL3955347,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(F)cc3)cs2)CO1,866.0,406.5080000000001,2.0,7.0,3.2163000000000013
active,CHEMBL3986265,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnc(C(F)F)cn3)cs2)CO1,145.0,440.5010000000001,2.0,9.0,2.804800000000001
active,CHEMBL3954200,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnc(C(F)(F)F)cn3)cs2)CO1,193.0,458.4910000000001,2.0,9.0,2.886000000000001
active,CHEMBL3917530,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(C(F)(F)F)cn3)cs2)CO1,54.0,457.5030000000001,2.0,8.0,3.4910000000000014
active,CHEMBL3890342,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ncc(F)cc3F)cs2)CO1,153.0,425.4860000000001,2.0,8.0,2.750400000000001
active,CHEMBL3922902,COc1ccc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)nc1,259.0,419.53200000000015,2.0,9.0,2.4808000000000003
active,CHEMBL3947194,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(F)(F)F)cn3)cs2)CO1,108.0,473.5020000000001,2.0,9.0,3.370800000000001
active,CHEMBL3967113,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(F)F)cc3)cs2)CO1,106.0,454.5240000000001,2.0,8.0,3.678600000000002
active,CHEMBL3895844,CC#CCOc1cnc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)cn1,13.0,458.56900000000024,2.0,10.0,2.2693000000000003
min effect,CHEMBL3972432,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cc4ccccn4n3)cs2)CO1,1000.0,428.5430000000001,2.0,9.0,2.7249000000000008
active,CHEMBL3932919,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccn(C)n3)cs2)CO1,81.0,392.5100000000001,2.0,9.0,1.8107
active,CHEMBL3943893,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(C(F)F)cn3)cs2)CO1,74.0,439.5130000000001,2.0,8.0,3.4098000000000015
active,CHEMBL3973408,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OCF)cn3)cs2)CO1,68.0,437.52200000000016,2.0,9.0,2.7780000000000014
min effect,CHEMBL3932733,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3coc(C4CC4)n3)cs2)CO1,1310.0,419.5320000000002,2.0,9.0,2.9426000000000014
active,CHEMBL3901213,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnccn3)cs2)CO1,647.0,390.4940000000001,2.0,9.0,1.8672
min effect,CHEMBL3929412,Cc1nn(C)cc1C(=O)Nc1csc([C@]23CO[C@@H](C)C[C@H]2CSC(N)=N3)n1,1990.0,406.53700000000015,2.0,9.0,2.11912
min effect,CHEMBL3983383,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cccnn3)cs2)CO1,2160.0,390.4940000000001,2.0,9.0,1.8672
min effect,CHEMBL3914734,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cc(C4CC4)on3)cs2)CO1,3820.0,419.5320000000002,2.0,9.0,2.9426000000000014
min effect,CHEMBL3984545,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cc(C(F)(F)F)on3)cs2)CO1,1400.0,447.4640000000001,2.0,9.0,3.0840000000000005
inactive,CHEMBL3923755,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cn(C4CCC4)cn3)cs2)CO1,34100.0,432.5750000000002,2.0,9.0,2.9987000000000013
min effect,CHEMBL3892254,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cc(C4CCC4)nn3C)cs2)CO1,1480.0,446.60200000000026,2.0,9.0,3.0782000000000016
min effect,CHEMBL3936965,COCc1cc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)no1,5860.0,423.52000000000015,2.0,10.0,2.2116
min effect,CHEMBL3909030,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(=O)n(C)c3)cs2)CO1,1410.0,419.53200000000015,2.0,9.0,1.7759000000000003
active,CHEMBL3944166,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OCC(F)F)cn3)cs2)CO1,485.0,469.53900000000016,2.0,9.0,3.116100000000002
active,CHEMBL3973335,Cc1nc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)c(C(F)(F)F)o1,145.0,461.4910000000001,2.0,9.0,3.3924200000000013
active,CHEMBL3962473,CCc1cc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)n(C)n1,369.0,420.56400000000014,2.0,9.0,2.3731
active,CHEMBL3893462,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnn(C)n3)cs2)CO1,134.0,393.4980000000001,2.0,10.0,1.2057
active,CHEMBL3964867,Cc1cc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)n(C)n1,364.0,406.5370000000001,2.0,9.0,2.1191199999999997
active,CHEMBL3985734,CCc1nc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)co1,341.0,407.52100000000013,2.0,9.0,2.6276
active,CHEMBL3948402,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ncn(C)n3)cs2)CO1,435.0,393.4980000000001,2.0,10.0,1.2057
active,CHEMBL3977620,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(C)(F)F)cn3)cs2)CO1,185.0,469.53900000000016,2.0,9.0,3.463700000000002
active,CHEMBL3983509,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CO1,1.0,434.92400000000015,2.0,6.0,3.808200000000002
active,CHEMBL3910292,COc1cnc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)c(C)n1,320.0,434.5470000000002,2.0,10.0,2.18422
active,CHEMBL3962126,COc1cnc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)c(C)c1,101.0,433.5590000000002,2.0,9.0,2.7892200000000003
active,CHEMBL3938206,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(F)F)nc3)cs2)CO1,232.0,455.5120000000001,2.0,9.0,3.0736000000000017
active,CHEMBL3910968,Cc1nc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)co1,103.0,393.4940000000001,2.0,9.0,2.37362
active,CHEMBL3911716,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3coc(C(F)(F)F)n3)cs2)CO1,189.0,447.4640000000001,2.0,9.0,3.0840000000000005
active,CHEMBL3948054,Cc1noc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)n1,98.0,394.48200000000014,2.0,10.0,1.76862
active,CHEMBL3916740,Cc1nc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)no1,91.0,394.4820000000001,2.0,10.0,1.7686199999999999
active,CHEMBL3963139,Cc1nc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)c(C)o1,65.0,407.52100000000013,2.0,9.0,2.6820400000000006
active,CHEMBL3922656,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnc(OCC4CC4)cn3)cs2)CO1,161.0,460.58500000000026,2.0,10.0,2.6560000000000006
active,CHEMBL3918155,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnc(OC4CC4)cn3)cs2)CO1,519.0,446.5580000000002,2.0,10.0,2.4084000000000003
active,CHEMBL4114074,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnc(OC[C@@H](C)F)cn3)cs2)CO1,360.0,466.5640000000002,2.0,10.0,2.604000000000001
active,CHEMBL3901805,C[C@H](F)COc1cnc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)cn1,372.0,466.56400000000025,2.0,10.0,2.604
active,CHEMBL3896381,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnc(OCC(C)(F)F)cn3)cs2)CO1,161.0,484.5540000000002,2.0,10.0,2.901200000000002
active,CHEMBL3943102,Cc1nc(C)c(C(=O)Nc2csc(C34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)o1,740.0,407.5210000000002,2.0,9.0,2.6820400000000006
min effect,CHEMBL3911702,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3cn(C)nc3C(F)(F)F)cs2)CO1,3840.0,460.5070000000001,2.0,9.0,2.8295000000000012
min effect,CHEMBL3900666,CC(C)n1cnc(C(=O)Nc2csc(C34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)c1,1830.0,420.56400000000014,2.0,9.0,2.8546000000000005
min effect,CHEMBL3928341,CC(C)Cc1cc(C(=O)Nc2csc(C34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)no1,9690.0,435.57500000000016,2.0,9.0,3.263700000000001
min effect,CHEMBL3960944,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3cnn(C)c3)cs2)CO1,3940.0,392.5100000000001,2.0,9.0,1.8106999999999998
min effect,CHEMBL3891939,Cc1cc(C(=O)Nc2csc(C34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)no1,2620.0,393.4940000000001,2.0,9.0,2.37362
inactive,CHEMBL3968526,CC(C)Cc1cc(C(=O)Nc2csc(C34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)nn1C,51000.0,448.61800000000017,2.0,9.0,3.0092000000000008
active,CHEMBL3900921,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3ccncn3)cs2)CO1,575.0,390.4940000000001,2.0,9.0,1.8672000000000002
min effect,CHEMBL3977035,Cc1cc(C(=O)Nc2csc(C34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)on1,5040.0,393.4940000000001,2.0,9.0,2.37362
min effect,CHEMBL3893396,Cc1cnc(C(=O)Nc2csc(C34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)cn1,2110.0,404.52100000000013,2.0,9.0,2.1756200000000003
min effect,CHEMBL3890833,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3cc4n(n3)CCC4)cs2)CO1,6200.0,418.54800000000023,2.0,9.0,2.2199
