,HD,HA,logP,MW,sum,bioactivity_class,molecule_chembl_id,canonical_smiles,Molecular Weight,Number of Hydrogen Donors,Number of Hydrogen Acceptors,OWPC,pIC50
165,0,0,1,0,1,active,CHEMBL222209,C[C@@H](NC(=O)c1cc(NS(C)(=O)=O)cc(C(=O)N[C@@H](Cc2ccccc2)C(O)CNC2CC2)c1)c1ccc(F)cc1,582.698,5,6,3.1422,7.200659451
166,0,0,1,0,1,active,CHEMBL221454,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)C(O)CNC2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1,578.735,4,6,3.0274,7.537602002
167,0,0,1,0,1,active,CHEMBL376277,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N(C)S(=O)(=O)N(C)C)c1)c1ccccc1,607.777,4,6,2.8742,8.045757491
168,0,0,1,0,1,active,CHEMBL162970,CC(C)S(=O)(=O)N(C)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(C(=O)N[C@H](C)c2ccccc2)c1,606.789,4,6,3.806,7.602059991
170,0,0,1,0,1,active,CHEMBL376072,CCNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccc(F)cc2)cc(N(C)S(C)(=O)=O)c1,584.714,4,6,3.024,6.402304814
172,0,0,1,0,1,active,CHEMBL377625,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,596.725,4,6,3.1665,7.721246399
176,0,0,1,0,1,active,CHEMBL378225,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1,578.735,4,6,3.0274,7.107905397
177,0,0,1,0,1,inactive,CHEMBL390159,Cc1nc(C(C)NC(=O)c2cc(C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NC(C)C)C(C)C)cc(N(C)S(C)(=O)=O)c2)c(C)o1,720.934,5,9,3.37524,4.987162775
178,0,0,1,0,1,active,CHEMBL387771,CC(C)C[C@H](NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NC(C)C)C(C)C,701.931,5,7,3.7704,7.408935393
181,0,0,1,0,1,active,CHEMBL394596,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)cc(C(=O)OCC)c1,603.76,3,7,4.6259,6.879426069
182,0,0,1,0,1,active,CHEMBL230807,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)cc(C(=O)N(C)C)c1,602.776,3,6,4.151,7.15490196
183,0,0,1,0,1,active,CHEMBL394595,CCCN(CCC)C(=O)c1cc(C(=O)O)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)c1,575.706,4,6,4.1474,7.522878745
184,0,0,1,0,1,active,CHEMBL397715,CCCN(CCC)C(=O)c1cc(C(N)=O)cc(C(=O)N[C@@H](Cc2ccc(O)cc2)[C@H](O)CNCc2cccc(OC)c2)c1,590.721,5,7,3.2537,6.522878745
185,0,0,1,0,1,active,CHEMBL397714,CCCN(CCC)C(=O)c1cc(C(N)=O)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(CC)c2)c1,608.73,4,5,4.3801,8.301029996
187,0,0,1,0,1,active,CHEMBL230314,CCCNC(=O)c1cc(C#N)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)c1,514.626,4,6,3.19848,6.113509275
188,0,0,1,0,1,active,CHEMBL230190,CCCN(CCC)C(=O)c1cc(CC#N)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)c1,570.734,3,6,4.51528,6.443697499
189,0,0,1,0,1,active,CHEMBL231646,CCCN(CCC)C(=O)c1cc(C#N)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)c1,556.707,3,6,4.32088,7.045757491
190,0,0,1,0,1,active,CHEMBL396765,CCCN(CCC)C(=O)c1cc(C(N)=O)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)c1,610.702,4,6,3.8263,7.958607315
191,0,0,1,0,1,active,CHEMBL231325,CCCN(CCC)C(=O)c1cc(C(N)=O)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)c1,574.722,4,6,3.5481,7
192,0,0,1,0,1,active,CHEMBL231542,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)c1,545.724,3,5,4.75762,7
193,0,0,1,0,1,active,CHEMBL230355,CC(C)S(=O)(=O)N(C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](N)CF)cc(N(C)C[C@H]2C[C@@H]2C)n1,555.667,2,6,3.2643,7.744727495
194,0,0,1,0,1,active,CHEMBL425828,COC[C@H](N)[C@H](Cc1cc(F)cc(F)c1)NC(=O)c1cc(N(C)C[C@H]2C[C@@H]2C)nc(N(C)S(C)(=O)=O)c1,539.649,2,7,2.1626,7.920818754
195,0,0,0,0,0,active,CHEMBL230250,CC1CC1CNc1cc(C(=O)N[C@H](CN)Cc2cc(F)cc(F)c2)cc(N(C)S(C)(=O)=O)n1,481.569,3,6,2.1233,7.468521083
196,0,0,1,0,1,active,CHEMBL395084,CC(C)S(=O)(=O)N(C)c1cc(C(=O)N[C@H](CO)Cc2cc(F)cc(F)c2)cc(NC[C@H]2C[C@@H]2C)n1,510.607,3,6,2.9355,7.853871964
197,0,0,1,0,1,active,CHEMBL394850,CCCN(CC1CC1)c1cc(C(=O)N[C@H](CO)Cc2cc(F)cc(F)c2)cc(N(C)S(=O)(=O)C(C)C)n1,538.661,2,6,3.494,6.455931956
199,0,0,1,0,1,active,CHEMBL230245,CC(C)S(=O)(=O)N(C)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](N)CF)cc(NC[C@H]2C[C@@H]2C)n1,505.66,3,6,2.9618,8.698970004
200,0,0,0,0,0,active,CHEMBL230250,CC1CC1CNc1cc(C(=O)N[C@H](CN)Cc2cc(F)cc(F)c2)cc(N(C)S(C)(=O)=O)n1,481.569,3,6,2.1233,6.552841969
201,0,0,1,0,1,inactive,CHEMBL394850,CCCN(CC1CC1)c1cc(C(=O)N[C@H](CO)Cc2cc(F)cc(F)c2)cc(N(C)S(=O)(=O)C(C)C)n1,538.661,2,6,3.494,4.698970004
202,0,0,1,0,1,inactive,CHEMBL395084,CC(C)S(=O)(=O)N(C)c1cc(C(=O)N[C@H](CO)Cc2cc(F)cc(F)c2)cc(NC[C@H]2C[C@@H]2C)n1,510.607,3,6,2.9355,4.698970004
203,0,0,1,0,1,active,CHEMBL230355,CC(C)S(=O)(=O)N(C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](N)CF)cc(N(C)C[C@H]2C[C@@H]2C)n1,555.667,2,6,3.2643,6.040958608
204,0,0,1,0,1,active,CHEMBL425828,COC[C@H](N)[C@H](Cc1cc(F)cc(F)c1)NC(=O)c1cc(N(C)C[C@H]2C[C@@H]2C)nc(N(C)S(C)(=O)=O)c1,539.649,2,7,2.1626,6.761953897
205,0,0,1,0,1,active,CHEMBL230245,CC(C)S(=O)(=O)N(C)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](N)CF)cc(NC[C@H]2C[C@@H]2C)n1,505.66,3,6,2.9618,7.30980392
206,0,0,1,0,1,inactive,CHEMBL559358,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.Cl,588.23,4,7,3.7153,5
207,0,0,1,0,1,active,CHEMBL234762,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1ccccc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,671.851,4,6,4.8874,6.305394801
208,0,0,1,0,1,active,CHEMBL409950,CCCCS(=O)(=O)C[C@@H](NC(=O)OCc1ccncc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,660.784,4,8,3.6101,7.958607315
209,0,0,1,0,1,active,CHEMBL409949,CCCCS(=O)(=O)C[C@@H](NC(=O)OCc1cccnc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,660.784,4,8,3.6101,8
210,0,0,1,0,1,active,CHEMBL391145,CCCCS(=O)(=O)C[C@@H](NC(=O)OCCNC(C)=O)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,654.777,5,8,2.151,7.568636236
211,0,0,1,0,1,active,CHEMBL409948,CCCCS(=O)(=O)C[C@@H](NC(=O)SC1CCOC1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,655.83,4,8,3.5204,7.823908741
212,0,0,1,0,1,active,CHEMBL231865,CCCCS(=O)(=O)C[C@@H](NC(=O)OCC(F)(F)F)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,651.695,4,7,3.5772,8.397940009
213,0,0,1,0,1,active,CHEMBL231864,CCCCS(=O)(=O)CC(NC(=O)OCCC#N)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,622.735,4,8,2.92858,8.096910013
214,0,0,1,0,1,active,CHEMBL393733,CCCCS(=O)(=O)C[C@@H](NC(=O)OC)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,583.698,4,7,2.6447,8.397940009
215,0,0,1,0,1,active,CHEMBL266531,CCCCS(=O)(=O)C[C@@H](NC(=O)c1cnccc1O)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,646.757,5,8,2.8193,8.301029996
216,0,0,1,0,1,active,CHEMBL391144,CCCCS(=O)(=O)C[C@@H](NC(=O)c1ncc[nH]1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,619.735,5,7,2.4418,8.397940009
217,0,0,1,0,1,active,CHEMBL409875,CCCCS(=O)(=O)C[C@@H](NC(=O)c1cnccn1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,631.746,4,8,2.5087,8.397940009
218,0,0,1,0,1,active,CHEMBL409947,CCCCS(=O)(=O)C[C@@H](NC(=O)c1cc(C)[nH]n1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,633.762,5,7,2.75022,8.397940009
219,0,0,1,0,1,active,CHEMBL394271,CCCCS(=O)(=O)C[C@@H](NC(=O)c1ccncc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,630.758,4,7,3.1137,8.301029996
220,0,0,1,0,1,active,CHEMBL231669,CCCCS(=O)(=O)C[C@@H](NC(=O)C1CC1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,593.737,4,6,2.8149,8
221,0,0,1,0,1,active,CHEMBL398775,CCCCS(=O)(=O)C[C@@H](NC(=O)COC)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,597.725,4,7,2.0513,7.657577319
222,0,0,1,0,1,active,CHEMBL232490,CCCCS(=O)(=O)C[C@@H](NC(C)=O)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,567.699,4,6,2.4248,7.886056648
223,0,0,1,0,1,active,CHEMBL266567,CCCCS(=O)(=O)C[C@@H](NC(=O)c1cccnc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,630.758,4,7,3.1137,8.698970004
224,0,0,1,0,1,active,CHEMBL414145,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)OC)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,625.779,4,7,3.8134,8.522878745
225,0,0,1,0,1,active,CHEMBL394270,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)OCc1ccncc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,702.865,4,8,4.7788,8.522878745
226,0,0,1,0,1,active,CHEMBL414776,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)OCc1cccnc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,702.865,4,8,4.7788,8.397940009
227,0,0,1,0,1,active,CHEMBL231862,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1cccnc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,672.839,4,7,4.2824,9
228,0,0,1,0,1,active,CHEMBL266566,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1cccc(O)c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,687.85,5,7,4.593,8.698970004
229,0,0,1,0,1,active,CHEMBL231861,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1ccc(OC)cc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,701.877,4,7,4.896,8.698970004
232,0,0,1,0,1,active,CHEMBL391109,CCCCNC(=O)c1ccc(-c2scc(-c3ccccc3Cl)c2CC(=O)/N=C(/N)NCCCO)cc1,527.09,4,4,4.6212,6.552841969
233,0,0,1,0,1,active,CHEMBL237493,N/C(=N/C(=O)Cc1c(-c2ccccc2Cl)csc1-c1ccc(C(=O)NCC2CC2)cc1)NCCCO,525.074,4,4,4.2311,6.853871964
234,0,0,1,0,1,active,CHEMBL237284,CCCNC(=O)c1ccc(-c2scc(-c3ccccc3Cl)c2CC(=O)/N=C(/N)NCCCO)cc1,513.063,4,4,4.2311,6.585026652
235,0,0,1,0,1,active,CHEMBL237283,N/C(=N/C(=O)Cc1c(-c2ccccc2Cl)csc1-c1ccc(C(=O)NCC(F)(F)F)cc1)NCCCO,553.006,4,4,4.3834,6.698970004
236,0,0,0,0,0,active,CHEMBL237063,CCCOc1ccc(-c2scc(-c3ccccc3Cl)c2CC(=O)/N=C(/N)NCCCO)cc1,486.037,3,4,4.8801,6.823908741
237,0,0,0,1,1,active,CHEMBL391087,CCCOc1ccc(-c2csc(-c3ccccc3Cl)c2CC(=O)NC(=N)N)cc1,427.957,3,4,5.07647,6.229147988
238,0,0,0,0,0,active,CHEMBL237062,CCCOc1ccc(-c2scc(-c3ccccc3Cl)c2CC(=O)N=C(N)N)cc1,427.957,2,3,4.8668,6.200659451
240,0,0,0,0,0,active,CHEMBL236852,CCCOc1ccc(-c2scc(-c3ccccc3)c2CC(=O)N=C(N)N)cc1,393.512,2,3,4.2134,6.167491087
242,0,0,1,0,1,active,CHEMBL400438,CN(c1cc2cc(c1)C(=O)N[C@@H](c1ccccc1)CCc1cccc(c1)C[C@@](C)(N)C(=O)OC2)S(C)(=O)=O,535.666,2,6,3.503,8.698970004
243,0,0,1,0,1,active,CHEMBL219601,C[C@@H](NC(=O)c1cc(-c2nnc([C@](C)(N)Cc3ccccc3)o2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,551.644,2,7,4.1791,8.045757491
245,0,0,0,0,0,inactive,CHEMBL399595,CN(c1cc2cc(n1)CCCCCc1cccc(c1)C[C@@](C)(N)C(=O)OC2)S(C)(=O)=O,445.585,1,6,2.7496,4.823908741
250,0,0,0,0,0,inactive,CHEMBL442238,CC(C)N1CCCCc2cccc(c2)C[C@@](C)(N)C(=O)OCc2cc1nc(N(C)S(C)(=O)=O)c2,488.654,1,7,3.0318,4.657577319
251,0,0,1,0,1,inactive,CHEMBL235645,CN(c1cc2cc(n1)N(Cc1ccccc1)CCCCc1cccc(c1)C[C@@](C)(N)C(=O)OC2)S(C)(=O)=O,536.698,1,7,3.8236,4.886056648
252,0,0,0,0,0,active,CHEMBL392361,CN(c1cc2cc(n1)NCCCCc1cccc(c1)C[C@@](C)(N)C(=O)OC2)S(C)(=O)=O,446.573,2,7,2.2289,6.397940009
253,0,0,0,0,0,inactive,CHEMBL236777,Nc1nc(CCc2ccc3cc[nH]c3c2)cc(=O)[nH]1,254.293,3,3,1.6186,3.886056648
254,0,0,0,0,0,inactive,CHEMBL236777,Nc1nc(CCc2ccc3cc[nH]c3c2)cc(=O)[nH]1,254.293,3,3,1.6186,4.065501549
255,0,0,0,0,0,active,CHEMBL392662,COc1cccc(-c2cccc(C3(C)CC(=O)N(C)C(N)=N3)c2)c1,323.396,1,4,2.7542,6.173925197
257,0,0,0,0,0,inactive,CHEMBL397162,CC1(c2ccc(Cl)c(Cl)c2)CC(=O)NC(N)=N1,272.135,2,3,2.0432,4.102372909
258,0,0,0,0,0,inactive,CHEMBL235763,NC1=NC(c2ccc(Cl)c(Cl)c2)CC(=O)N1,258.108,2,3,1.8691,3.318758763
259,0,0,0,0,0,inactive,CHEMBL238087,CC1(c2ccccc2)CC(=O)NC(N)=N1,203.245,2,3,0.7364,3.853871964
261,0,0,0,0,0,inactive,CHEMBL396830,Cn1c(N)nc(CCc2cccc(-c3ccc[nH]3)c2)cc1=O,294.358,2,4,2.1428,4.292429824
262,0,0,0,0,0,inactive,CHEMBL235753,Cn1c(N)nc(CCc2cccc(-c3cccnc3)c2)cc1=O,306.369,1,5,2.2097,4.619788758
263,0,0,0,0,0,inactive,CHEMBL237891,Cn1c(N)nc(CCc2ccc3cc[nH]c3c2)cc1=O,268.32,2,4,1.629,4.795880017
264,0,0,0,0,0,inactive,CHEMBL237889,Cn1c(N)nc(CCc2ccc3ccccc3c2)cc1=O,279.343,1,4,2.3009,4.552841969
265,0,0,0,0,0,inactive,CHEMBL237888,Cn1c(N)nc(CCc2ccccc2)cc1=O,229.283,1,4,1.1477,3.744727495
266,0,0,0,0,0,active,CHEMBL239857,COc1cccc(-c2cccc(CC[C@]3(C)CC(=O)N(C)C(N)=N3)c2)c1,351.45,1,4,3.2303,7.096910013
267,0,0,0,0,0,inactive,CHEMBL239641,COc1cccc(-c2cccc(CC[C@@]3(C)CC(=O)N(C)C(N)=N3)c2)c1,351.45,1,4,3.2303,4.455931956
268,0,0,0,0,0,active,CHEMBL393911,COc1cccc(-c2cccc(CCC3(C)CC(=O)N(C)C(N)=N3)c2)c1,351.45,1,4,3.2303,6.698970004
270,0,0,0,0,0,inactive,CHEMBL239639,CN1C(=O)CC(C)(CCc2ccccc2)N=C1N,245.326,1,3,1.5547,4.468521083
271,0,0,0,0,0,active,CHEMBL392662,COc1cccc(-c2cccc(C3(C)CC(=O)N(C)C(N)=N3)c2)c1,323.396,1,4,2.7542,6.420216403
274,0,0,0,0,0,inactive,CHEMBL397162,CC1(c2ccc(Cl)c(Cl)c2)CC(=O)NC(N)=N1,272.135,2,3,2.0432,4.086186148
275,0,0,0,0,0,inactive,CHEMBL238087,CC1(c2ccccc2)CC(=O)NC(N)=N1,203.245,2,3,0.7364,3.721246399
277,0,0,0,0,0,inactive,CHEMBL396830,Cn1c(N)nc(CCc2cccc(-c3ccc[nH]3)c2)cc1=O,294.358,2,4,2.1428,4.004364805
278,0,0,0,0,0,inactive,CHEMBL393501,Cn1c(N)nc(CCc2cccc(-c3ccccc3)c2)cc1=O,305.381,1,4,2.8147,4.537602002
279,0,0,0,0,0,inactive,CHEMBL237891,Cn1c(N)nc(CCc2ccc3cc[nH]c3c2)cc1=O,268.32,2,4,1.629,4.113509275
280,0,0,0,0,0,inactive,CHEMBL237889,Cn1c(N)nc(CCc2ccc3ccccc3c2)cc1=O,279.343,1,4,2.3009,4.443697499
281,0,0,0,0,0,inactive,CHEMBL237888,Cn1c(N)nc(CCc2ccccc2)cc1=O,229.283,1,4,1.1477,3.657577319
282,0,0,0,0,0,inactive,CHEMBL237888,Cn1c(N)nc(CCc2ccccc2)cc1=O,229.283,1,4,1.1477,3.823908741
283,0,0,0,0,0,active,CHEMBL392662,COc1cccc(-c2cccc(C3(C)CC(=O)N(C)C(N)=N3)c2)c1,323.396,1,4,2.7542,6.229147988
286,0,0,0,0,0,inactive,CHEMBL396830,Cn1c(N)nc(CCc2cccc(-c3ccc[nH]3)c2)cc1=O,294.358,2,4,2.1428,3.920818754
287,0,0,0,0,0,inactive,CHEMBL235753,Cn1c(N)nc(CCc2cccc(-c3cccnc3)c2)cc1=O,306.369,1,5,2.2097,3.721246399
288,0,0,0,0,0,inactive,CHEMBL393501,Cn1c(N)nc(CCc2cccc(-c3ccccc3)c2)cc1=O,305.381,1,4,2.8147,4.522878745
289,0,0,0,0,0,inactive,CHEMBL237891,Cn1c(N)nc(CCc2ccc3cc[nH]c3c2)cc1=O,268.32,2,4,1.629,4.337242168
290,0,0,0,0,0,inactive,CHEMBL237889,Cn1c(N)nc(CCc2ccc3ccccc3c2)cc1=O,279.343,1,4,2.3009,4.568636236
291,0,0,0,0,0,inactive,CHEMBL235754,COc1cccc(-c2cccc(CCc3cc(=O)n(C)c(N)n3)c2)c1,335.407,1,5,2.8233,4.040958608
292,0,0,0,0,0,active,CHEMBL239857,COc1cccc(-c2cccc(CC[C@]3(C)CC(=O)N(C)C(N)=N3)c2)c1,351.45,1,4,3.2303,6.327902142
293,0,0,0,0,0,active,CHEMBL393911,COc1cccc(-c2cccc(CCC3(C)CC(=O)N(C)C(N)=N3)c2)c1,351.45,1,4,3.2303,6.193820026
295,0,0,0,0,0,inactive,CHEMBL392662,COc1cccc(-c2cccc(C3(C)CC(=O)N(C)C(N)=N3)c2)c1,323.396,1,4,2.7542,4.040958608
298,0,0,0,0,0,active,CHEMBL396338,C[C@H]1C[C@@H]1CNc1cc(C(=O)N[C@H](CO)Cc2cc(F)cc(F)c2)cc(N(C)S(C)(=O)=O)n1,482.553,3,6,2.1569,7.13076828
299,0,0,0,0,0,inactive,CHEMBL396338,C[C@H]1C[C@@H]1CNc1cc(C(=O)N[C@H](CO)Cc2cc(F)cc(F)c2)cc(N(C)S(C)(=O)=O)n1,482.553,3,6,2.1569,4.698970004
300,0,0,1,0,1,active,CHEMBL429477,COCCN(C[C@H]1C[C@@H]1C)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](N)COC)cc(N(C)S(=O)(=O)C(C)C)n1,575.776,2,8,2.6796,8.22184875
301,0,0,1,0,1,active,CHEMBL248245,CCOC[C@H](N)[C@H](Cc1ccccc1)NC(=O)c1cc(N(C)C[C@H]2C[C@@H]2C)nc(N(C)S(=O)(=O)C(C)C)c1,545.75,2,7,3.0531,7.619788758
302,0,0,1,0,1,active,CHEMBL401008,COC[C@H](N)[C@H](Cc1ccccc1)NC(=O)c1cc(N(C)C[C@H]2C[C@@H]2C)nc(N(C)S(=O)(=O)C(C)C)c1,531.723,2,7,2.663,7.619788758
303,0,0,1,0,1,active,CHEMBL248228,COC[C@H](N)[C@H](Cc1ccccc1)NC(=O)c1cc(N(C)C[C@H]2C[C@@H]2C)nc(N(C)S(C)(=O)=O)c1,503.669,2,7,1.8844,7.920818754
304,0,0,1,0,1,active,CHEMBL399113,CCCN(c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](C)N)cc(N(C)C[C@H]2C[C@@H]2C)n1)S(C)(=O)=O,501.697,2,6,3.0381,7.173925197
305,0,0,1,0,1,active,CHEMBL248056,CCCC[C@H](N)[C@H](Cc1ccccc1)NC(=O)c1cc(N(C)C[C@H]2C[C@@H]2C)nc(N(CCC)S(C)(=O)=O)c1,543.778,2,6,4.2084,7.408935393
306,0,0,1,0,1,active,CHEMBL248223,CCCC[C@H](N)[C@H](Cc1ccccc1)NC(=O)c1cc(N(C)C[C@H]2C[C@@H]2C)nc(N(C)S(C)(=O)=O)c1,515.724,2,6,3.4282,7.508638306
307,0,0,0,0,0,active,CHEMBL247596,CC1CC1CNc1cc(C(=O)N[C@@H](Cc2ccsc2)[C@H](C)N)cc(N(C)S(C)(=O)=O)n1,465.645,3,7,2.2951,7.494850022
308,0,0,1,0,1,active,CHEMBL440957,CCCC[C@H](N)[C@H](Cc1ccsc1)NC(=O)c1cc(NCC2CC2C)nc(N(C)S(C)(=O)=O)c1,507.726,3,7,3.4654,7.958607315
309,0,0,1,0,1,active,CHEMBL247416,CC1CC1CNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](N)CCC(F)(F)F)cc(N(C)S(C)(=O)=O)n1,541.64,3,6,3.5562,8.698970004
310,0,0,1,0,1,active,CHEMBL247415,CCCC[C@H](N)[C@H](Cc1ccccc1)NC(=O)c1cc(NCC2CC2C)nc(N(C)S(C)(=O)=O)c1,501.697,3,6,3.4039,7.698970004
311,0,0,0,0,0,active,CHEMBL393850,CC1CC1CNc1cc(C(=O)N[C@H](CN)Cc2ccccc2)cc(N(C)S(C)(=O)=O)n1,445.589,3,6,1.8451,7.468521083
312,0,0,1,0,1,active,CHEMBL247043,CCCC[C@H](N)[C@H](Cc1cc(F)cc(F)c1)NC(=O)c1cc(NCC2CC2C)nc(N(C)S(C)(=O)=O)c1,537.677,3,6,3.6821,8.045757491
313,0,0,1,0,1,active,CHEMBL247595,CCCC[C@H](O)[C@H](Cc1cc(F)cc(F)c1)NC(=O)c1cc(NCC2CC2C)nc(N(C)S(C)(=O)=O)c1,538.661,3,6,3.7157,7.886056648
317,0,0,1,0,1,active,CHEMBL247043,CCCC[C@H](N)[C@H](Cc1cc(F)cc(F)c1)NC(=O)c1cc(NCC2CC2C)nc(N(C)S(C)(=O)=O)c1,537.677,3,6,3.6821,6.958607315
318,0,0,1,0,1,active,CHEMBL429477,COCCN(C[C@H]1C[C@@H]1C)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](N)COC)cc(N(C)S(=O)(=O)C(C)C)n1,575.776,2,8,2.6796,7.180456064
319,0,0,1,0,1,active,CHEMBL248245,CCOC[C@H](N)[C@H](Cc1ccccc1)NC(=O)c1cc(N(C)C[C@H]2C[C@@H]2C)nc(N(C)S(=O)(=O)C(C)C)c1,545.75,2,7,3.0531,6.395773947
320,0,0,1,0,1,active,CHEMBL401008,COC[C@H](N)[C@H](Cc1ccccc1)NC(=O)c1cc(N(C)C[C@H]2C[C@@H]2C)nc(N(C)S(=O)(=O)C(C)C)c1,531.723,2,7,2.663,6.073143291
321,0,0,1,0,1,active,CHEMBL248228,COC[C@H](N)[C@H](Cc1ccccc1)NC(=O)c1cc(N(C)C[C@H]2C[C@@H]2C)nc(N(C)S(C)(=O)=O)c1,503.669,2,7,1.8844,6.761953897
322,0,0,1,0,1,active,CHEMBL248223,CCCC[C@H](N)[C@H](Cc1ccccc1)NC(=O)c1cc(N(C)C[C@H]2C[C@@H]2C)nc(N(C)S(C)(=O)=O)c1,515.724,2,6,3.4282,6.229884705
323,0,0,0,0,0,active,CHEMBL247596,CC1CC1CNc1cc(C(=O)N[C@@H](Cc2ccsc2)[C@H](C)N)cc(N(C)S(C)(=O)=O)n1,465.645,3,7,2.2951,7.26760624
