,bioactivity_class,molecule_chembl_id,canonical_smiles,Molecular Weight,Number of Hydrogen Donors,Number of Hydrogen Acceptors,OWPC,pIC50
2207,active,CHEMBL1209357,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3(C)CCCO3)c2)CC1,458.5490000000003,3.0,4.0,3.677400000000002,6.236572006437062
2208,active,CHEMBL1209356,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3CCCO3)c2)CC1,444.52200000000033,3.0,4.0,3.5033000000000016,6.236572006437062
2209,active,CHEMBL1209355,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(N3CCCOCC3)c2)CCCCC1,515.6450000000004,3.0,5.0,4.048800000000003,6.154901959985743
2210,active,CHEMBL1209286,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3CCOCOC3)c2)CCCCC1,516.6290000000004,3.0,5.0,4.300100000000003,6.251811972993798
2211,active,CHEMBL1209285,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(N3CCCOCC3=O)c2)CCCCC1,529.6280000000003,3.0,5.0,3.575400000000002,6.1249387366083
2212,min effect,CHEMBL1209284,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(N3CCCNC3=O)c2)CCCCC1,514.6170000000003,4.0,4.0,3.741800000000002,5.999999999999999
2213,min effect,CHEMBL1209223,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(N3CCOCC3=O)c2)CCCCC1,515.6010000000003,3.0,5.0,3.1853000000000007,5.886056647693162
2214,active,CHEMBL1209222,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(N3CCCCC3=O)c2)CCCCC1,513.6290000000006,3.0,4.0,4.339000000000004,6.602059991327962
2215,active,CHEMBL1209221,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(N3C(=O)C4CCC3C4)c2)CCCCC1,525.6400000000003,3.0,4.0,4.337400000000003,6.468521082957745
2216,inactive,CHEMBL1209168,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3CCCCC3)c2)CCCCC1,498.6580000000005,3.0,3.0,5.869800000000006,5.0
2217,active,CHEMBL1209167,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3CCCC3=O)c2)CCCCC1,498.6140000000004,3.0,4.0,4.658700000000004,6.096910013008056
2218,min effect,CHEMBL1209166,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(N3CCNC3=O)c2)CCCCC1,500.5900000000004,4.0,4.0,3.351700000000001,5.853871964321762
2219,min effect,CHEMBL1209165,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(N3CCOC3=O)c2)CCCCC1,501.57400000000035,3.0,5.0,3.7787000000000015,5.886056647693162
2220,active,CHEMBL1209107,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(N3CCCC3=O)c2)CCCCC1,499.6020000000004,3.0,4.0,3.9489000000000023,6.086186147616283
2221,active,CHEMBL1209106,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3CCOC3)c2)CCCCC1,486.6030000000004,3.0,4.0,4.326000000000003,7.05551732784983
2222,active,CHEMBL1209105,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3CCCO3)c2)CCCCC1,486.6030000000004,3.0,4.0,4.673600000000004,6.744727494896693
2223,active,CHEMBL1209104,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3CCCC3)c2)CCCCC1,484.63100000000037,3.0,3.0,5.479700000000006,6.026872146400301
2224,min effect,CHEMBL1209057,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(-n3nccn3)c2)CCCCC1,483.56300000000033,3.0,6.0,3.402800000000002,5.113509274827518
2225,min effect,CHEMBL1209056,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(-n3ccnc3)c2)CCCCC1,482.57500000000033,3.0,5.0,4.007800000000003,5.795880017344075
2226,active,CHEMBL1209055,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(-c3cscn3)c2)CCCCC1,499.6270000000003,3.0,5.0,4.945600000000004,6.958607314841775
2227,active,CHEMBL1209054,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(-c3cccs3)c2)CCCCC1,498.6390000000003,3.0,4.0,5.550600000000005,6.431798275933005
2228,active,CHEMBL1208999,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(-c3ccsc3)c2)CCCCC1,498.6390000000003,3.0,4.0,5.550600000000005,7.356547323513812
2229,active,CHEMBL1208998,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(-c3ccoc3)c2)CCCCC1,482.5710000000003,3.0,4.0,5.082100000000004,6.920818753952375
2230,min effect,CHEMBL1208997,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(-c3ccco3)c2)CCCCC1,482.5710000000003,3.0,4.0,5.082100000000004,5.958607314841775
2231,active,CHEMBL572081,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(-n3cccn3)c2)CCCCC1,482.57500000000033,3.0,5.0,4.007800000000003,7.229147988357855
2232,active,CHEMBL1208936,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(S(C)(=O)=O)c2)CCCCC1,494.6040000000003,3.0,5.0,3.225600000000002,6.14266750356873
2233,active,CHEMBL1208935,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)CO)c2)CCCCC1,488.61900000000037,4.0,4.0,4.092000000000003,6.585026652029182
2234,min effect,CHEMBL1208934,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C#N)c2)CCCCC1,441.52200000000033,3.0,4.0,3.6937800000000016,5.207608310501746
2235,active,CHEMBL1208933,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C#N)c2)CCCCC1,483.6030000000004,3.0,4.0,4.623280000000004,6.779891911959944
2236,active,CHEMBL1208874,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(N(C)C)c2)CCCCC1,459.5810000000003,3.0,4.0,3.8881000000000014,6.3872161432802645
2237,active,CHEMBL1208873,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(CC(C)C)c2)CCCCC1,472.6200000000004,3.0,3.0,5.020600000000004,6.09151498112135
2238,active,CHEMBL1208872,CCC(C)(C)c1cccc(C2(NC[C@@H](O)[C@H](Cc3cc(F)cc(F)c3)NC(C)=O)CCCCC2)c1,486.64700000000033,3.0,3.0,5.509700000000005,6.886056647693163
2239,active,CHEMBL1208871,C/C=C(\C)c1cccc(C2(NC[C@@H](O)[C@H](Cc3cc(F)cc(F)c3)NC(C)=O)CCCCC2)c1,470.6040000000002,3.0,3.0,5.245300000000005,6.420216403383189
2240,active,CHEMBL1209894,C=C(C)c1cccc(C2(NC[C@@H](O)[C@H](Cc3cc(F)cc(F)c3)NC(C)=O)CCCCC2)c1,456.5770000000003,3.0,3.0,4.855200000000004,7.0
2241,active,CHEMBL1209893,CCc1cccc(C2(NC[C@@H](O)[C@H](Cc3cc(F)cc(F)c3)NC(C)=O)CCCCC2)c1,444.5660000000002,3.0,3.0,4.3845000000000045,6.161150909262744
2242,inactive,CHEMBL1208803,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2ccccc2)CCCCC1,416.51200000000017,3.0,3.0,3.8221000000000025,5.0
2243,active,CHEMBL1209892,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(I)c2)CCCCC1,542.4079999999999,3.0,3.0,4.426700000000003,6.337242168318426
2244,active,CHEMBL571860,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C)c2)CCCCC1,472.6200000000004,3.0,3.0,5.119600000000005,7.327902142064281
2245,active,CHEMBL231160,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,632.8900000000002,2.0,8.0,6.267400000000007,6.966576244513049
2246,active,CHEMBL78946,CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,893.0050000000001,12.0,12.0,-1.7361000000000042,6.602059991327962
2247,inactive,CHEMBL1214157,O=C(Cc1ccccc1Cl)Nc1cc(Br)ccc1OCCN1CCCCC1,451.79200000000037,1.0,3.0,5.148400000000005,4.354086724966155
2248,inactive,CHEMBL1214158,O=C(Cc1ccccc1Cl)Nc1cc(Br)ccc1OCCNC1CCCCC1,465.81900000000036,2.0,3.0,5.584800000000005,4.36835333704158
2249,inactive,CHEMBL1214214,CCCCCCNCCOc1ccc(Br)cc1NC(=O)Cc1ccccc1Cl,467.83500000000015,2.0,3.0,5.832400000000005,4.531652669587842
2250,inactive,CHEMBL1214215,O=C(Cc1ccccc1Cl)Nc1cc(Br)ccc1OCCNCCCCCO,469.80700000000036,3.0,4.0,4.414700000000004,4.3720200101700195
2251,inactive,CHEMBL1214216,O=C(Cc1ccccc1Cl)Nc1cc(Br)ccc1OCCNC1CC1,423.73800000000017,2.0,3.0,4.414500000000003,4.424465781680135
2252,inactive,CHEMBL1214217,NCCCCCCNCCOc1ccc(Br)cc1NC(=O)Cc1ccccc1Cl,482.85000000000014,3.0,4.0,4.771200000000004,4.555174800490252
2253,inactive,CHEMBL1214218,NCCCNCCOc1ccc(Br)cc1NC(=O)Cc1ccccc1Cl,440.7690000000002,3.0,4.0,3.600900000000002,4.344381416458778
2254,min effect,CHEMBL1224769,CC(C)C(/C=C\[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H](OS(=O)(=O)[O-])[C@H]4C[C@H](OS(=O)(=O)[O-])[C@@H](OS(=O)(=O)[O-])C[C@]4(C)[C@H]3CC[C@@]21C)C(C)C.[Na+].[Na+].[Na+],766.8809999999999,0.0,12.0,-4.466200000000009,5.920818753952374
2255,inactive,CHEMBL1221921,COn1c(-c2ccccc2)nc2ncccc21,225.251,0.0,4.0,2.1567,3.0324520237811377
2256,inactive,CHEMBL269158,Nc1nc2ccc(Cl)cc2[nH]1,167.59900000000002,2.0,2.0,1.7984999999999998,3.1360826230421393
2257,inactive,CHEMBL1221922,Nc1nc2cc(Cl)ccc2n1CCCO,225.67899999999997,2.0,4.0,1.6543,3.1135092748275177
2258,inactive,CHEMBL1221923,Clc1cccc(-c2cnc3ncccn23)c1,229.67,0.0,3.0,3.0497000000000014,3.064492734175287
2259,inactive,CHEMBL1221924,c1cnc2ncc(-c3ccncc3)n2c1,196.213,0.0,4.0,1.7912999999999997,2.9999999999999996
2260,inactive,CHEMBL1221925,O=C1c2ccccc2C(=O)C1(O)O,178.14299999999997,2.0,4.0,-0.2535,3.1101382787418115
2261,inactive,CHEMBL1221976,Nc1nc2cc(Cl)ccc2n1CCCC(=O)NCc1ccccc1,342.8300000000001,2.0,4.0,3.368500000000002,2.9999999999999996
2262,inactive,CHEMBL1221977,CN(C(=O)CCCn1c(N)nc2cc(Cl)ccc21)C1CCCCC1,348.8780000000002,1.0,4.0,3.8432000000000017,4.585026652029182
2263,inactive,CHEMBL1221978,CC(C)NC(=O)CCCn1c(N)nc2cc(Cl)ccc21,294.786,2.0,4.0,2.5767000000000007,3.7144426909922257
2264,inactive,CHEMBL1221979,Nc1nc2cc(Cl)ccc2n1CCCC(=O)NCCN1CCOCC1,365.8650000000002,2.0,6.0,1.5004999999999995,3.082494490447453
2265,inactive,CHEMBL1222029,Nc1nc2cc(Cl)ccc2n1CCCC(=O)NCCC1CCNC1,349.86600000000016,3.0,5.0,2.1678999999999995,3.3526170298853795
2266,inactive,CHEMBL1222030,Nc1nc2cc(Cl)ccc2n1CCCC(=O)NCc1ccccn1,343.8180000000001,2.0,5.0,2.7635000000000005,3.3705904008972807
2267,inactive,CHEMBL1222031,Nc1nc2cc(Cl)ccc2n1CCCC(=O)NCC1CCCCC1,348.87800000000016,2.0,4.0,3.7486000000000015,4.080921907623925
2268,inactive,CHEMBL1222032,CN1CCC(NC(=O)CCCn2c(N)nc3cc(Cl)ccc32)CC1,349.86600000000016,2.0,5.0,2.2625,3.488116639021125
2269,inactive,CHEMBL1222033,Nc1nc2cc(Cl)ccc2n1CCCC(=O)NCc1cccc(F)c1,360.82000000000005,2.0,4.0,3.507600000000002,3.603800652904263
2270,inactive,CHEMBL1222034,Nc1nc2cc(Cl)ccc2n1CCCC(=O)NCC1CC1,306.79700000000014,2.0,4.0,2.5783000000000005,2.9999999999999996
2271,inactive,CHEMBL1222139,CN(Cc1cccc(F)c1)C(=O)CCCn1c(N)nc2cc(Cl)ccc21,374.847,1.0,4.0,3.849800000000002,3.7121982700697735
2272,inactive,CHEMBL1222140,CN(CC1CCCCC1)C(=O)CCCn1c(N)nc2cc(Cl)ccc21,362.905,1.0,4.0,4.0908000000000015,4.229147988357855
2273,inactive,CHEMBL1222141,CC[C@H](CC(=O)NCc1ccccc1)n1c(N)nc2cc(Cl)ccc21,356.85700000000014,2.0,4.0,3.9295000000000018,3.2873502983727882
2274,inactive,CHEMBL1222142,CC[C@@H](CC(=O)NCc1ccccc1)n1c(N)nc2cc(Cl)ccc21,356.85700000000014,2.0,4.0,3.9295000000000018,4.142667503568731
2275,inactive,CHEMBL1222143,CC(C)C[C@H](CC(=O)NC(C)C)n1c(N)nc2cc(Cl)ccc21,336.86699999999996,2.0,4.0,3.773800000000002,2.9999999999999996
2276,inactive,CHEMBL1222235,CC(C)C[C@@H](CC(=O)NC(C)C)n1c(N)nc2cc(Cl)ccc21,336.86699999999996,2.0,4.0,3.773800000000002,3.6090648928966207
2277,inactive,CHEMBL1222236,CC[C@@H](CC(=O)NC(C)C)n1c(N)nc2cc(Cl)ccc21,308.8130000000001,2.0,4.0,3.1377000000000006,3.158015195409886
2278,inactive,CHEMBL1222237,CC[C@@H](CC(=O)NCCN1CCOCC1)n1c(N)nc2cc(Cl)ccc21,379.892,2.0,6.0,2.0615,3.356547323513812
2279,inactive,CHEMBL1222238,CC[C@@H](CC(=O)NCC1CC1)n1c(N)nc2cc(Cl)ccc21,320.824,2.0,4.0,3.1393000000000004,3.614393726401688
2280,inactive,CHEMBL1222239,CC[C@@H](CC(=O)NCCC1CCNC1)n1c(N)nc2cc(Cl)ccc21,363.89300000000014,3.0,5.0,2.7289000000000003,3.568636235841012
2281,min effect,CHEMBL1222240,CC[C@@H](CC(=O)NCC1CCCCC1)n1c(N)nc2cc(Cl)ccc21,362.905,2.0,4.0,4.309600000000003,5.154901959985742
2282,inactive,CHEMBL1222297,CC[C@@H](CC(=O)N(C)CC1CCCCC1)n1c(N)nc2cc(Cl)ccc21,376.93200000000013,1.0,4.0,4.651800000000004,3.4259687322722807
2283,inactive,CHEMBL1222298,CC[C@@H](CC(=O)NCC1CCOCC1)n1c(N)nc2cc(Cl)ccc21,364.87699999999995,2.0,5.0,3.1559000000000013,2.9999999999999996
2284,inactive,CHEMBL1222299,CC[C@@H](CC(=O)NCc1ccccn1)n1c(N)nc2cc(Cl)ccc21,357.84500000000014,2.0,5.0,3.3245000000000013,2.9999999999999996
2285,min effect,CHEMBL1222300,CC[C@@H](CC(=O)NC1C2CC3CC(C2)CC1C3)n1c(N)nc2cc(Cl)ccc21,400.9540000000002,2.0,4.0,4.554000000000004,5.050609993355087
2286,inactive,CHEMBL1222301,CC[C@@H](CC(=O)NCCC(C)(C)C)n1c(N)nc2cc(Cl)ccc21,350.89400000000006,2.0,4.0,4.1655000000000015,4.022276394711152
2287,inactive,CHEMBL1221421,CC[C@@H](CC(=O)NCc1cccc(F)c1)n1c(N)nc2cc(Cl)ccc21,374.847,2.0,4.0,4.068600000000002,3.4685210829577446
2288,inactive,CHEMBL1222365,CC[C@@H](CC(=O)NCc1ccc(F)cc1)n1c(N)nc2cc(Cl)ccc21,374.847,2.0,4.0,4.068600000000002,3.5783960731301683
2289,inactive,CHEMBL1222366,CC[C@@H](CC(=O)N[C@@H](COC(C)(C)C)C(=O)OC)n1c(N)nc2cc(Cl)ccc21,424.92900000000014,2.0,7.0,3.0860000000000003,3.7746907182741367
2290,inactive,CHEMBL1222367,CC[C@@H](CC(=O)N[C@H](COC(C)(C)C)C(=O)OC)n1c(N)nc2cc(Cl)ccc21,424.92900000000014,2.0,7.0,3.0860000000000003,4.1249387366083
2291,inactive,CHEMBL1222368,CC[C@@H](CC(=O)N[C@@H](COC(C)(C)C)C(=O)O)n1c(N)nc2cc(Cl)ccc21,410.90200000000016,3.0,6.0,2.9976000000000003,4.060480747381381
2292,inactive,CHEMBL1221453,CC(C)C[C@@H](CC(=O)NCc1ccccn1)n1c(N)nc2cc(Cl)ccc21,385.89900000000006,2.0,5.0,3.9606000000000017,3.6289321377282633
2293,inactive,CHEMBL1221454,CC(C)C[C@@H](CC(=O)NCc1cccc(F)c1)n1c(N)nc2cc(Cl)ccc21,402.9010000000002,2.0,4.0,4.7047000000000025,4.267606240177031
2294,min effect,CHEMBL1222240,CC[C@@H](CC(=O)NCC1CCCCC1)n1c(N)nc2cc(Cl)ccc21,362.905,2.0,4.0,4.309600000000003,5.154901959985742
2295,inactive,CHEMBL1208803,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2ccccc2)CCCCC1,416.51200000000017,3.0,3.0,3.8221000000000025,5.0
2296,active,CHEMBL571860,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C)c2)CCCCC1,472.6200000000004,3.0,3.0,5.119600000000005,7.327902142064281
2297,min effect,CHEMBL1257530,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(CC(C)(C)C)c2)CCCCC1,486.6470000000004,3.0,3.0,5.410700000000005,5.67778070526608
2298,active,CHEMBL1257531,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(F)cc(C(C)(C)C)c2)CCCCC1,490.61000000000035,3.0,3.0,5.258700000000005,7.337242168318426
2299,active,CHEMBL1257649,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(Br)cc(C(C)(C)C)c2)CCCCC1,551.5160000000002,3.0,3.0,5.882100000000006,6.7594507517174
2300,active,CHEMBL1257650,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(I)cc(C(C)(C)C)c2)CCCCC1,598.5159999999997,3.0,3.0,5.724200000000005,6.6516951369518384
2301,active,CHEMBL1257772,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(C)cc(C(C)(C)C)c2)CCCCC1,486.6470000000004,3.0,3.0,5.4280200000000045,6.744727494896693
2302,active,CHEMBL1257773,COc1cc(C(C)(C)C)cc(C2(NC[C@@H](O)[C@H](Cc3cc(F)cc(F)c3)NC(C)=O)CCCCC2)c1,502.64600000000036,3.0,4.0,5.128200000000005,7.113509274827517
2303,active,CHEMBL1257891,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(O)cc(C(C)(C)C)c2)CCCCC1,488.61900000000037,4.0,4.0,4.825200000000004,6.769551078621726
2304,active,CHEMBL1257892,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(N)cc(C(C)(C)C)c2)CCCCC1,487.6350000000004,4.0,4.0,4.701800000000004,6.497572880015566
2305,active,CHEMBL1258001,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(NS(C)(=O)=O)cc(C(C)(C)C)c2)CCCCC1,565.727,4.0,5.0,4.491100000000004,7.031517051446063
2306,active,CHEMBL1258119,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(C(C)=O)cc(C(C)(C)C)c2)CCCCC1,514.6570000000004,3.0,4.0,5.322200000000005,6.795880017344074
2307,min effect,CHEMBL1258120,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2ccc(Br)c(C(C)(C)C)c2)CCCCC1,551.5160000000002,3.0,3.0,5.882100000000006,5.161150909262744
2308,inactive,CHEMBL1258233,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccs2)CCCCC1,422.54100000000017,3.0,4.0,3.8836000000000017,4.522878745280337
2309,min effect,CHEMBL1258234,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2ccc(C(C)C)s2)CCCCC1,464.6220000000003,3.0,4.0,5.007000000000004,5.396855627379817
2310,active,CHEMBL1258352,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2csc(C(C)C)c2)CCCCC1,464.6220000000003,3.0,4.0,5.007000000000004,6.494850021680093
2311,active,CHEMBL1258353,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(C(C)C)cs2)CCCCC1,464.6220000000003,3.0,4.0,5.007000000000004,6.453457336521868
2312,active,CHEMBL1258466,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(C(C)(C)C)cs2)CCCCC1,478.6490000000003,3.0,4.0,5.181100000000004,6.982966660701219
2313,active,CHEMBL1258467,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(CC(C)(C)C)cs2)CCCCC1,492.6760000000004,3.0,4.0,5.472200000000004,6.882728704344235
2314,min effect,CHEMBL1258575,C#Cc1csc(C2(NC[C@@H](O)[C@H](Cc3cc(F)cc(F)c3)NC(C)=O)CCCCC2)c1,446.56300000000033,3.0,4.0,3.864900000000003,5.364918563989126
2315,min effect,CHEMBL1258576,CCc1csc(C2(NC[C@@H](O)[C@H](Cc3cc(F)cc(F)c3)NC(C)=O)CCCCC2)c1,450.59500000000025,3.0,4.0,4.446000000000004,5.7594507517174
2316,min effect,CHEMBL1258686,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(C(C)(C)C)no2)CCCCC1,463.56900000000036,3.0,5.0,4.107600000000003,5.350957365913823
2317,active,CHEMBL1258687,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(CC(C)(C)C)no2)CCCCC1,477.5960000000004,3.0,5.0,4.398700000000003,6.856985199745904
2318,min effect,CHEMBL1258802,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2ncc(C(C)(C)C)o2)CCCCC1,463.56900000000036,3.0,5.0,4.107600000000003,5.801342913045577
2319,inactive,CHEMBL1258803,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2nc(C(C)(C)C)co2)CCCCC1,463.56900000000036,3.0,5.0,4.107600000000003,3.8607507824283926
2320,min effect,CHEMBL1258917,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cnn(C(C)(C)C)c2)CCCCC1,462.5850000000003,3.0,5.0,3.773600000000002,5.735182176990463
2321,active,CHEMBL1258918,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cnn(CC(C)(C)C)c2)CCCCC1,476.61200000000036,3.0,5.0,4.064700000000003,6.6777807052660805
2322,active,CHEMBL1257184,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cn(C[Si](C)(C)C)nn2)CCCCC1,493.6750000000004,3.0,6.0,3.2910000000000004,6.8124792791635365
2323,active,CHEMBL1257185,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cn(C34CC5CC(CC(C5)C3)C4)nn2)CCCCC1,541.6870000000001,3.0,6.0,4.338900000000003,6.406713932979542
2324,min effect,CHEMBL1257302,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(C(C)(C)C)ncn2)CCCCC1,474.5960000000003,3.0,5.0,3.909600000000003,5.614393726401687
2325,active,CHEMBL1257303,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C)c2)CC1,430.53900000000016,3.0,3.0,3.9493000000000023,6.853871964321761
2326,active,CHEMBL1257417,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(CC(C)(C)C)c2)CC1,444.5660000000002,3.0,3.0,4.240400000000005,6.4672456210075016
2327,active,CHEMBL1257418,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(C(C)(C)C)ccn2)CC1,431.52700000000016,3.0,4.0,3.3443000000000014,6.193820026016112
2328,active,CHEMBL1257532,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cncc(CC(C)(C)C)c2)CC1,445.5540000000002,3.0,4.0,3.6354000000000015,6.107905397309518
2329,active,CHEMBL1257533,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(CC(C)(C)C)c[n+]([O-])c2)CC1,461.5530000000003,3.0,4.0,2.873800000000001,6.14266750356873
2330,min effect,CHEMBL1257651,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2ccc(CC(C)(C)C)s2)CC1,450.59500000000025,3.0,4.0,4.301900000000003,5.790484985457368
2331,active,CHEMBL1230648,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(CC(C)(C)C)cs2)CC1,450.59500000000025,3.0,4.0,4.301900000000003,6.327902142064282
2332,min effect,CHEMBL1257774,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2ncc(C(C)(C)C)o2)CC1,421.48800000000017,3.0,5.0,2.9373000000000005,5.309803919971486
2333,inactive,CHEMBL1257775,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2nc(C(C)(C)C)co2)CC1,421.48800000000017,3.0,5.0,2.9373000000000014,4.3677452233152865
2334,min effect,CHEMBL1257893,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2nc(CC(C)(C)C)cs2)CC1,451.58300000000025,3.0,5.0,3.6969000000000016,5.028724151261894
2335,min effect,CHEMBL1257894,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2csc(CC(C)(C)C)n2)CC1,451.58300000000025,3.0,5.0,3.6969000000000016,5.515700160653213
